time [min],,cell_volume_list [μm^3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2.329967342,2.021439797,2.301895924,1.930171394,1.309725438,1.460643918,2.218817506,1.822732559,3.599403729,1.726767306,1.921444108,2.633843787,1.294775573,1.236573559,1.487641727,2.275427586,1.555601751,1.492416534,1.043077364,1.565625369,2.501975617,1.511333861,1.84813427,1.658876984,1.967711045,2.268418545,1.651542546,1.515769371,1.461028462,1.775487178,2.541601427,1.685513629,1.620558417,2.424235978,1.201108244,1.389555661,1.347929777,1.423283368,1.365602326,1.223595292,1.499951582,2.355132168,0.908369693,1.590098853,1.793255544,2.594953541,1.884554994,1.951855972,1.690083173,1.938667618,1.811811422,1.542065635,2.035330886,1.916983449,3.508359905,1.418462702,1.188060258,1.572975372,1.876288663,1.150121887,1.677147279,1.242824918,2.246447988,1.25468628,2.170098515,1.884840951,1.442181299,1.369826286,1.253910378,1.944694777,1.754527838,1.414755507,1.983047621,1.42065405,1.413099784,1.146540567,1.545918704,1.526866964,2.069609523,1.608053577,1.308032135,2.213820514,1.459806946,2.20449155,1.305066448,1.953201379,1.383104726,1.23513103,1.241767743,1.414369426,1.606301117,0.99937156,1.655856948,1.172655731,1.535579826,1.493427877,2.016917952,0.919260156,1.229611184,1.185317445,1.900437315,0.910600003,2.154383931,1.213299845,1.27171418,1.901725674,1.06384095,0.902267535,1.547157937,0.963519097,1.15404077,1.114630344,1.027017359,0.988935218,1.339779589,1.482422651,1.07240143,2.810462768,1.090416295,2.39603767,1.700714517,1.167357026,2.519756082,1.294723208,1.591806033,2.216807018,1.710809571,1.163184448,1.599150347,1.163184448,1.931615097,1.768638097,1.477585922,1.798882022,1.148271201,2.051004603,1.063070562,3.06762021,1.743167244,1.657626268,1.250385679,1.808098242,0.8021012,1.218722443,0.924211502,1.245149801,2.275940874,1.454996766,0.785764603,1.59332262,1.718673169,2.280332942,1.158049276,1.671155138,2.320894491,1.922437121,2.72122174,2.823719472,3.102445254,2.302607829,1.650449289,2.346180886,2.626291687,2.134028596,1.74606673,1.78210478,2.044821026,2.888954414,1.558802147,2.211527947,1.774926032,2.723347281,2.832899819,2.074452881,1.490747993,1.764886752,2.130607773,1.628230586,2.677288858,2.4220437,3.04090174,1.634695591,1.756583537,2.169497704,2.310549926,1.695401448,2.038153467,1.674588721,1.880934711,1.968721685,2.342766134,1.671350317,2.272952311,1.783573882,1.978024766,2.057345458,2.211524576,1.066141499,1.361755814,1.615497409,1.724131153,1.342009382,1.583469252,1.818280502,1.812898821,1.068891044,1.8856562,1.57235345,1.120428581,1.109127374,1.202928711,1.115266606,1.24087592,1.690540281,0.963375545,1.594857904,0.916959261,1.017369646,1.520235164,1.10926029,1.480365112,1.314275219,1.307260733,1.081895695,1.332432021,1.519005484,1.612956243,1.896551092,2.424525373,2.17411657,2.050576068,1.756100013,2.219664988,2.10459223,1.518158225,1.44162477,1.59812983,1.555439121,1.240455213,1.216807786,1.596304421,1.449461481,1.406173123,1.223351391,1.712820857,1.338585257,2.303231208,1.28097787,1.30307064,1.861566633,2.317105229,2.124286126,1.833319496,2.307534286,2.263926922,1.991823257,1.761410298,2.037224903,1.991600674,2.74407634,1.645500015,2.16766181,2.086370619,2.166354004,4.280554877,2.375433728,4.126505946,2.203999545,1.711199421,1.565387592,1.39230709,1.049478293,1.75293285,1.601594891,0.950302046,1.422282375,1.300872773,2.289215376,1.265605195,1.43216164,2.111184164,1.780583187,1.090410514,1.871298409,1.555892901,1.52525374,1.797929199,1.028340298,2.191935662,1.202325695,0.956098691,1.317560723,1.128987315,1.182930259,1.532133882,1.923837657,1.28097787,2.521836321,1.330344487,2.167969132,1.923114611,2.146494894,2.368963278,1.893215715,2.321701168,2.171626609,3.023538428,1.370980373,1.555227897,1.163184448,1.625779758,1.248975428,1.845316066,4.242112763,1.565149756,1.740366482,1.594815204,1.834613341,1.658388194,1.831210082,2.138783529,2.000581767,1.956144669,2.42803306,2.334499747,1.488479552,2.414211888,1.351571821,1.82732645,2.667558676,1.310930807,1.353536695,1.537447436,1.353249429,2.140977504,1.2293458,1.033328053,2.046706594,1.408331611,1.376629964,1.932175815,2.080755159,1.143863163,1.542150679,2.294516072,1.33856874,2.712496407,1.877399147,1.937042276,2.791244715,2.129983114,1.362446558,1.8879245,1.599291301,1.025185772,1.014432624,0.995935157,2.198744391,1.011568697,1.413154576,0.980228179,1.344743034,1.521873843,1.236820356,2.19270374,2.033285963,2.36859653,1.28079061,1.161300381,1.74427992,1.789736279,2.017012128,2.351707574,1.192552238,1.492732933,1.809493558,1.179282871,2.075339332,1.298199889,2.013742718,1.862847453,1.591832902,2.617180707,1.733530709,1.835718669,2.531787007,2.040431324,2.63822885,2.628692043,1.644999576,1.524210721,4.056790707,1.503818026,1.508023114,2.085288883,2.219489159,2.461886768,1.027469293,1.785176165,0.982080301,2.085022764,1.792250047,2.34717785,1.627238863,1.779975768,1.82169732,1.476467835,2.105070743,2.263266117,1.712399324,1.607097125,1.856932607,1.722075621,1.630443731,2.460271961,1.378467671,1.548555046,2.379487725,1.548717584,1.914646895,1.666615148,1.757730269,1.638415935,1.934358763,1.935518833,1.378243363,1.369385186,1.449078141,1.442001522,1.179659357,1.703374278,1.577751438,1.381654065,1.237519981,1.259364976,1.048243246,2.125492969,1.513738178,1.351941942,0.932846008,1.619278187,1.328604975,1.759161359,1.012645827,2.753533652,2.446393695,2.03325396,1.910729097,0.832730648,2.026498006,1.65949803,0.925866213,2.230404377,1.178952039,2.006866804,1.173106644,1.219516842,1.599465767,0.938544149,1.099907138,1.009797228,1.326056249,1.506309837,1.192129455,1.191244507,0.996168258,2.199754073,0.982041369,1.189400384,1.265347201,2.649031478,1.673215969,2.135440758,1.30904882,1.461821629,1.815142628,1.917440686,1.245905599,1.613364077,1.288399283,1.614637756,1.814133334,1.569575866,1.46910556,1.865095567,1.638089341,1.249896678,1.362742554,1.697842256,1.411052392,1.187214,1.881261547,1.369826286,1.16540458,1.776889503,1.28097787,2.031130641,2.289418382,1.415606161,1.155976312,2.353820941,1.547921934,2.571414428,1.631432533,1.607591706,1.523202316,0.995935157,1.881767815,1.952300683,1.097944062,1.757933963,1.14985853,0.983112988,1.49780403,1.621686591,1.002277869,1.052199898,1.256694597,1.992885805,1.556120134,1.431921539,1.23702341,1.738162007,1.505463354,2.052061412,1.802631544,1.184700075,3.127099165,1.680587485,1.184741205,1.509748192,1.566204878,1.221080622,1.700480329,1.767978066,2.565569545,2.634914637,2.455941065,2.223748835,1.479270667,1.995629342,1.533816809,1.992491042,1.413278377,1.852370543,1.11189784,1.328464218,1.177960319,1.72840249,1.344407993,2.156721844,2.120000406,1.322756432,1.904227919,2.325685427,1.884554994,1.992131579,2.275696294,1.801249884,1.859199023,1.592211546,1.647713528,1.668480875,1.670554664,1.515184798,1.271056557,1.676189475,1.972222488,1.587744952,1.902916778,1.532800582,1.264042424,1.445669984,1.173520997,1.918759882,1.340483151,2.222425454,1.783052951,1.881370887,1.346726954,1.314071568,1.607038553,2.720400089,1.161535869,1.421302829,2.333342258,3.117182848,2.734437499,1.169075003,2.586365937,1.502278271,1.160478847,2.406621716,1.413619466,1.30101362,3.853874821,1.96604859,1.721615338,2.083868718,1.892808676,2.091656265,1.769012696,1.553936774,1.527227196,1.388735067,2.470597701,2.437887681,1.948152733,2.137552462,1.871809054,2.340018528,1.740143572,1.985068325,2.029835296,1.490303123,1.663359054,1.656036637,1.523935614,2.842202763,1.239908864,2.576471995,1.025088727,1.331645807,1.014844898,0.973568962,1.195620775,1.366008678,1.137922291,1.088629699,1.173990228,1.27636903,1.29267534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,1.033096582,1.043438771,1.509402287,1.222784856,1.918457076,1.373953174,1.28837121,1.103988702,1.526918893,1.070175207,1.099731492,1.226856373,2.224093373,1.056578244,0.912041203,2.184920644,0.906012238,1.321989512,1.112386516,1.596950033,1.730437098,1.157629604,1.976234745,1.068460259,1.503292685,1.917817674,0.127911709,1.181147549,1.442904685,1.086328071,1.688659544,1.33256208,1.948992015,0.748021071,0.876201398,1.372747116,1.318868892,2.02875571,0.749482777,1.541573691,1.053414699,0.821111358,1.97571314,1.100757007,0.675033811,0.730585162,1.485373416,0.718168737,1.264066121,1.758061729,1.426228831,1.774036543,1.2670628,1.572848907,1.52466363,1.372191966,1.597739145,1.332105929,1.478715302,1.030413078,1.004888786,1.232519472,1.476510173,0.915822559,1.226348101,0.996442181,2.32306558,1.082809266,1.38164996,1.061982662,1.252864093,1.780559756,1.191551585,1.730358526,1.45879533,1.093934647,1.05689806,2.089098959,1.110106251,1.880445572,1.625546585,1.914543051,1.831931685,1.283764678,0.918659969,1.073307904,1.910389113,0.670256459,0.991708481,1.119759972,1.311449539,0.86480775,2.006152205,1.107019917,0.906012238,0.842560023,1.07344073,0.977914191,1.122809097,1.043638764,0.953694428,0.913469756,1.651236908,1.738359935,1.13186511,1.309551928,1.336244089,1.457624675,1.546976974,1.533620859,1.055067959,0.979740295,0.867746039,1.400980587,2.075764181,1.730131627,1.272189161,1.073402613,1.922074457,1.52466363,1.08821437,1.475441308,1.284263977,1.214448497,1.378510455,0.953437329,1.893845933,0.97427685,2.014999644,0.902745084,0.977092808,0.777211992,0.893535811,1.056552013,0.852748389,0.866025031,1.287429215,0.960819838,1.49442897,1.223356517,0.896683817,0.702713681,0.823039076,0.995844894,1.440846583,1.414018625,0.994927313,0.937648767,1.026752544,0.987418489,2.123318382,1.234010854,0.893742053,1.020233919,1.131039384,1.029780516,1.128043552,1.313363771,0.940794729,1.793365872,1.131710547,1.210376117,1.18354761,1.19719607,1.540292812,1.666740835,0.95208083,1.349618119,1.252499367,0.99064515,1.264477032,1.384858254,1.451124011,0.956026627,0.932297477,1.278976467,1.600819115,0.943748938,1.072415893,0.78408537,1.668840678,0.84764114,0.960184994,1.257522913,1.694961696,0.702661235,0.810156642,1.303079359,1.227057126,1.196256381,0.959869962,0.824789637,1.346438931,0.874882863,1.716274219,1.792436528,1.50218537,1.391159533,1.639310899,1.600976317,1.215938613,1.394599891,0.782159864,0.868257631,1.215563472,1.58237031,0.89507474,1.439117522,0.422603775,1.789224552,1.911343727,0.650192592,1.108139563,1.070526968,0.987746242,0.761253143,1.427893457,1.460776248,1.705693737,1.620913614,1.653963794,1.08316871,1.662479724,1.350836337,1.240861323,1.726899813,1.316071109,1.3461491,1.050664945,1.398701519,1.936926297,1.175898712,1.209938249,0.767484339,1.567277272,0.828301707,2.154172167,1.036943111,1.203258962,1.667620662,2.025157976,1.087416876,1.012442077,1.150518752,1.284949983,2.053381855,1.512061205,1.89088651,1.266778787,1.49519274,1.62807023,1.173534371,1.134556932,1.137247319,1.473779828,1.370431333,1.349078987,1.822247247,0.902467509,0.812428645,1.757980959,1.030695223,0.728758191,2.492870093,2.242021562,1.022857739,1.131942588,2.442522405,0.763071015,1.554278933,1.016547154,0.983304889,1.174427705,1.015900059,1.670109305,1.177869368,1.22631858,0.829127645,1.977294927,0.770710402,0.951329171,1.001345678,1.211125082,1.145351375,1.528893962,1.171656847,0.672631641,0.667912284,1.334722683,1.603219807,1.669598191,1.117011574,0.868907295,1.534576808,0.808174748,0.893711254,2.066149265,2.180196384,1.406993741,1.124053677,1.611350208,1.110393899,1.223389298,0.811123934,1.190424193,0.790913173,0.936802312,0.779243844,0.712643803,0.740518886,0.762712273,1.155533121,1.430176715,1.447713478,1.813955624,1.284043789,1.920798103,1.417027589,1.507395805,1.858502757,0.99799575,0.932919361,0.993603111,1.060343129,1.145328159,1.161971022,1.004949991,0.876128148,0.945389114,0.877513746,0.94025387,1.59129438,1.480872275,0.683899596,0.982995789,1.117306378,1.88591102,0.740639988,1.267894128,1.848902815,1.098848325,0.74114142,1.459993047,1.456283365,1.621975408,1.978502758,1.625606364,1.311369411,1.098597949,2.133167973,1.364385511,1.162357541,1.382138798,1.291466349,1.826554243,1.359870072,1.144595113,1.006669815,1.358703886,1.095477412,0.932231883,1.082380378,2.130842353,0.98407456,1.81832904,0.96255685,0.902955885,1.187665926,1.026320523,1.154052928,1.061705411,2.36098869,1.378290286,1.296226807,1.217310826,1.100368885,1.017025378,1.185891804,1.012904187,2.042557121,1.33244852,2.381743707,1.02845614,2.026148327,1.152610979,1.890780364,1.817125938,1.739072453,1.280846063,1.980872975,1.746063345,1.050336565,1.459726923,1.252130437,2.512859618,1.756136968,1.229899205,1.212817915,1.108461621,0.771695389,2.126525086,1.98446181,1.198326588,0.978852607,0.959010056,1.268363805,1.092937391,1.637117726,0.840517931,1.391981181,1.3872879,1.144116593,1.09585713,1.261533675,1.328949477,1.781043833,2.145006627,1.294096075,1.14080643,1.045688053,1.564390875,1.239408419,1.391981181,2.358782749,2.433460054,0.99444367,1.161824411,1.923641055,0.906224576,2.275913763,1.243424957,1.770043491,1.783241446,1.433084232,1.405222222,1.565218205,1.1978923,0.824846021,0.761253143,1.044602654,1.96025554,1.666947623,1.745664777,2.085571825,2.113522817,0.982232507,2.206669382,1.219071161,1.268306718,2.162589673,1.953720304,1.182383291,1.313289578,1.126120116,1.219071161,1.335266871,1.371094884,1.333869879,1.055218664,1.100954642,1.352308665,1.7746204,0.798054142,0.832294103,1.565968651,1.366262754,0.924859576,0.944062051,1.278211989,1.567108397,0.757508922,0.970976937,0.815569403,1.48774812,1.140032519,1.215549924,1.426228831,1.510662707,0.865453303,0.970693499,1.196680713,0.809208169,1.579786213,1.46916953,1.102095166,1.655083533,0.912041203,0.9848608,1.25502685,1.560815941,1.132565208,1.775363058,0.935123309,1.245943086,1.362865501,0.962481981,0.978234197,1.984757668,0.728997182,1.24576708,0.905083746,0.923844791,0.939441683,1.171264353,1.349132803,2.098588584,1.017145231,1.267125867,1.676310045,1.246778601,1.704140957,1.453057382,2.378030798,1.27052308,2.520331932,1.414658749,1.372186942,0.846565916,1.36166847,0.864577501,1.096090657,2.399336575,0.867612744,1.39717422,0.883127107,0.90012165,1.829322622,1.106585881,0.761969482,0.923844791,1.140869454,0.95707576,1.322377427,0.977647318,1.776282566,1.070175207,1.218081906,1.258288089,1.922193241,1.087823697,1.35453002,2.362833045,1.108970682,0.953694428,0.936906281,1.073605122,1.306419,1.57918831,1.72400176,1.250345598,1.523882011,1.701957426,1.756642418,1.541318989,1.591494276,1.851294511,1.790707562,2.159101564,1.264218977,1.451821755,0.926114308,0.907040648,1.351202279,1.885274958,1.314843429,2.023061033,1.298709009,1.948337874,1.851486021,1.445920517,1.628271526,1.858534573,0.776921837,0.732948579,0.890221392,1.06724504,1.097702547,1.085893801,1.877850585,1.080709562,1.640276398,1.09983693,1.586253509,1.971712346,1.433811313,1.458725603,1.109120062,1.858217957,1.190904062,1.049299568,1.724308878,1.464230115,1.912674573,1.644415727,0.780355642,1.894437014,2.050686251,2.010376037,1.398525298,1.700568089,1.58229616,1.420420053,1.406220124,1.950500455,1.453048458,1.53748841,1.596956928,1.346678169,1.379542592,1.226893198,1.60958145,1.712811476,1.203358018,1.545262987,1.037096333,1.755137221,1.469345722,1.04397395,1.272657128,1.610394814,1.431746842,1.275512783,0.849650942,0.883340632,1.031396652,0.867352041,0.989235382,2.05820133,0.906012238,0.933116854,0.811863118,0.976408977,1.3044737,2.176283036,1.266032618,1.29165731,1.261895486,1.469883017,1.471770861,0.926483536,0.881187375,1.53990955,1.856235599,1.257527885,1.723373074,1.332962787,1.018556661,1.027794467,1.246778601,1.60793925,1.315693735,1.41118049,0.910612916,1.931433678,1.790627951,1.419062219,0.791036544,1.585458686,2.089885192,1.969882256,1.452230777,1.829713681,0.767036451,2.393946142,1.292521928,1.058144357,1.854614737,1.658917458,0.972113844,1.481236881,1.625993385,1.149110851,0.816642021,1.810417832,1.303196372,1.925872023,1.460394286,1.66373962,1.199921415,1.665603255,1.286335929,1.026487612,2.678044692,1.401340089,1.092162426,1.123187744,1.219447778,1.715259481,1.351473538,1.36906618,1.879886121,1.361484946,1.745935563,1.796301531,1.33731612,2.00428957,1.031205437,1.544098041,1.449368039,0.989945282,0.697127615,0.620352771,0.56166073,0.677030617,0.838854439,0.88942012,0.854469821,1.547008088,1.23701657,0.881671652,1.531333355,0.994751204,0.917486857,0.996285059,0.702661235,1.793996335,1.882926244,0.871362017,1.487346203,0.939387084,1.298958621,0.998526765,1.922953314,0.929293758,1.479122253,1.198932094,1.770666523,1.925018205,1.43511862,2.065089982,2.278589795,2.94764742,1.22974475,1.227727311,1.132727009,0.911943564,1.135911011,1.399534342,1.15279517,0.882649721,1.503404493,1.03541789,1.033314963,0.833353534,1.507038736,1.731886356,1.226758527,1.175259718,1.830050475,1.223269669,1.321167853,1.036362795,0.996740824,1.376388717,0.889629059,1.021520358,1.090491698,1.102500168,0.945559414,0.993702324,1.016693495,0.954101989,1.083177546,0.846791025,0.978304294,1.656364471,2.093193747,1.098533217,0.798231964,2.046676477,0.872937289,1.920887751,1.57100694,1.567572312,1.78360287,2.378425979,1.351037803,1.719617379,0.764695841,0.893711254,1.73000361,1.420902417,1.850747207,1.661538166,0.937293639,2.405178613,0.767036451,1.755019541,1.724427935,1.083134889,0.920393364,1.278470429,1.214433978,1.291254913,1.560664681,1.415882199,1.451679322,1.737403626,1.579822624,1.091643248,1.843773391,1.003456524,1.281787839,0.975827731,1.363951837,1.408263858,1.292243816,1.92502502,1.702639853,1.095529895,1.534061493,1.303465544,0.917640119,0.968375541,0.643994617,0.765518995,2.070003063,1.593742877,1.446930833,1.731755009,1.738292008,1.63654821,1.00431938,1.707152389,0.987858411,1.469815712,2.627371033,1.337725622,1.554574128,1.158372115,2.292799664,1.212440619,1.10555207,1.147343799,1.089095554,0.987746242,1.143106346,1.896035917,1.0384481,0.999071948,0.936099926,1.706110594,1.083736915,1.867327351,1.934541311,1.680392565,3.316832792,1.551923203,1.373210289,1.397955887,1.25671376,1.369907846,1.185514766,1.263332331,1.477601487,1.32836151,1.136287156,1.208689639,1.312072231,1.221995757,1.317937847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
