time[min],-58.2,-56.4,-54.6,-52.8,-51,-49.2,-47.4,-45.6,-43.8,-42,-40.2,-38.4,-36.6,-34.8,-33,-31.2,-29.4,-27.6,-25.8,-24,-22.2,-20.4,-18.6,-16.8,-15,-13.2,-11.4,-9.6,-7.8,-6,-4.2,-2.4,-0.6,1.2,3,4.8,6.6,8.4,10.2,12,13.8,15.6,17.4,19.2,21,22.8,24.6,26.4,28.2,30,31.8,33.6,35.4,37.2,39,40.8,42.6,44.4,46.2,48,49.8,51.6,53.4,55.2,57,58.8,60.6,62.4,64.2,66,67.8,69.6,71.4,73.2,75,76.8,78.6,80.4,82.2,84,85.8,87.6,89.4,91.2,93,94.8,96.6,98.4,100.2,102,103.8,105.6,107.4,109.2,111,112.8,114.6,116.4,118.2,120,121.8,123.6,125.4,127.2,129,130.8,132.6,134.4,136.2,138,139.8,141.6,143.4,145.2,147,148.8,150.6,152.4,154.2,156,157.8,159.6,161.4,163.2,165,166.8,168.6,170.4,172.2,174,175.8,177.6,179.4,181.2,183,184.8,186.6,188.4,190.2,192,193.8,195.6,197.4,199.2,201,202.8,204.6,206.4,208.2,210,211.8,213.6,215.4,217.2,219,220.8,222.6,224.4,226.2,228,229.8,231.6,233.4,235.2,237,238.8,240.6,242.4,244.2,246,247.8,249.6,251.4,253.2,255,256.8,258.6,260.4,262.2,264,265.8,267.6,269.4,271.2,273,274.8,276.6,278.4,280.2,282,283.8,285.6,287.4,289.2,291,292.8,294.6,296.4,298.2,300
well intensity,150.0938385,178.3848211,175.7509286,163.8249394,144.3762282,128.5499426,135.6104204,159.6086491,308.1738332,320.2683984,238.5487179,265.5545144,130.7003104,120.604863,188.5186666,216.3244546,155.1458094,178.4424034,150.7779946,290.1473785,195.5176808,194.875775,164.9234979,167.7331037,138.3171068,104.0187524,206.7574053,134.2345962,99.91787218,59.8866437,25.88618446,50.5510907,81.32621508,78.14688098,5.80206659,90.63957137,202.138806,247.6210486,241.2380023,321.5892461,351.9220436,412.8003827,499.9904707,522.9011864,703.1148871,652.2295829,684.2234596,826.2195943,732.0783391,727.0134711,762.4550325,838.8624569,874.6385763,964.0014543,909.1913892,904.3650593,1046.15752,1087.239303,1044.78186,1002.960084,965.4122082,971.2149254,1009.501072,1024.256678,1081.060582,1069.570417,1127.428435,1077.029851,1165.187256,1168.219862,1164.388863,1193.222541,1128.176464,1136.113395,1177.098928,1195.569116,1362.265557,1232.160964,1175.820781,1198.563452,1217.579946,1264.756946,1244.906162,1194.26969,1211.538041,1183.161462,1188.291772,1278.681286,1224.53253,1285.81018,1290.575852,1298.671221,1265.296173,1235.14336,1256.320092,1277.728856,1271.286452,1284.375086,1354.906085,1336.339189,1285.689935,1321.28186,1382.959969,1281.270647,1326.260582,1294.309223,1362.670953,1415.407845,1282.75664,1255.8938,1287.909568,1316.379411,1384.093188,1324.487065,1306.460697,1275.34757,1297.956295,1330.640566,1257.133793,1315.481362,1464.026674,1464.016915,1413.910716,1360.484118,1336.391963,1466.449713,1360.768312,1315.073555,1290.850325,1306.571871,1347.208152,1367.568044,1402.428473,1337.053004,1424.452775,1495.930387,1489.730846,1426.880138,1440.228664,1396.914543,1439.527822,1450.525641,1482.499885,1543.636816,1528.501569,1576.079028,1506.161156,1706.548106,1499.031535,1514.005587,1608.568542,1469.67279,1551.327861,1551.081362,1608.036165,1581.277191,1563.016456,1623.238576,1439.174359,1520.595675,1551.417336,1514.104822,1525.707501,1482.600344,1490.802602,1553.654229,1530.215882,1646.481707,1619.002028,1481.183812,1686.49602,1471.004746,1466.391045,1603.226789,1522.969192,1509.417528,1475.687792,1515.464485,1537.261385,1455.646537,1654.09468,1631.703827,1655.186223,1447.126177,1436.257061,1419.706582,1638.599111,1616.789629,1538.034834,1578.325723,1517.312407,1486.050746,1513.211634,1554.169547,1418.143918,1576.53917,1418.742047,1436.847927,1427.66641,1587.201899
membrane intensity,120.8570226,148.3141743,140.1638639,140.4229494,120.9045864,109.7877535,119.6890274,125.1569078,72.79174362,96.35596058,116.6283199,104.3495393,96.6475741,88.65560932,82.61319398,103.0906238,91.20949101,95.80160735,87.25063146,96.88469192,96.28185993,101.5205511,91.7075775,79.48434749,58.82058936,66.1272101,57.48576349,24.23459625,37.83030999,4.260773058,-3.881974742,-30.41806353,-54.62701875,-28.24515882,-12.6456946,26.14205894,95.860199,146.1006506,246.1245695,311.5633754,393.4076158,460.3436663,564.0859931,649.3071565,737.6323,781.2236127,794.3697283,918.127057,943.717145,994.0264064,1072.96946,1109.891313,1093.414696,1145.21439,1170.002334,1208.472522,1269.694834,1308.048259,1351.452507,1357.492423,1369.807233,1391.134328,1408.744853,1435.553196,1486.969039,1496.292805,1518.069231,1536.18806,1562.688749,1598.781056,1555.954038,1628.403636,1601.332683,1600.54822,1609.175545,1661.845733,1688.193915,1675.664447,1697.322273,1743.074895,1750.30333,1722.084309,1746.693226,1758.560237,1768.539036,1752.518676,1759.235055,1742.216609,1744.33054,1762.264906,1810.381822,1823.681171,1781.864332,1807.694604,1830.404669,1803.972637,1819.061577,1826.500459,1829.768772,1863.401875,1859.030233,1875.638079,1866.970915,1847.568159,1832.166054,1851.858477,1823.927669,1817.613816,1816.323804,1835.432109,1870.049866,1888.984386,1858.755874,1878.122886,1873.148259,1853.336625,1865.095599,1881.656487,1858.306927,1891.176885,1865.799809,1876,1872.780367,1874.844317,1863.978033,1881.675584,1906.825029,1886.595943,1894.556793,1901.181822,1883.33253,1906.229736,1920.432453,1948.249024,1970.127401,1921.266705,1927.946766,1951.274168,1974.951052,1958.20509,1960.473096,1944.30375,1957.767547,1973.028856,1958.504554,1990.077038,1984.783046,1989.991887,2040.65044,2036.752851,2019.612323,2028.834979,2012.302985,2013.038576,2009.329698,2025.797589,2025.619441,2017.289323,2044.303712,2029.279258,2023.453157,2006.488902,2014.823919,2030.432185,1997.153846,2017.745771,1999.553196,1980.071757,2001.172178,2002.014657,1976.778607,1996.559969,1988.476617,1964.977038,1987.476655,1983.108075,1986.165404,1972.548067,1964.024569,1995.512208,1945.234979,1950.881936,1966.654879,1979.831649,1957.099847,1955.4031,1940.497618,1943.184654,1936.46966,1931.912788,1936.529323,1911.029851,1890.888251,1890.430244,1945.112077,1877.788921,1910.223639,1903.645937,1917.310191,1884.669561
