,y [É m],0.6,1.2,1.8,2.4,3,3.6,4.2,4.8,5.4,6,6.6,7.2,7.8,8.4,9,9.6,10.2,10.8,11.4,12,12.6,13.2,13.8,14.4,15,15.6,16.2,16.8,17.4,18,18.6,19.2,19.8,20.4,21,21.6,22.2,22.8,23.4,24,24.6,25.2,25.8,26.4,27,27.6,28.2,28.8,29.4,30,30.6,31.2,31.8,32.4,33,33.6,34.2,34.8,35.4,36,36.6,37.2,37.8,38.4,39,39.6,40.2,40.8,41.4,42,42.6,43.2
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-60,,1499.95,391.6,216.7,122.7,144.95,101.65,139,103.9,149.55,178.55,454.8,543.45,186.4,105,69.55,93.55,189.5,406.75,305.1,85.75,105.05,107.25,54,77.95,92.15,134.55,105.05,77.9,113.95,89.75,104.55,85.2,120.9,100.3,58.35,82.2,122.95,534.5,605.9,184.35,60.9,157.8,168.1,75.25,131.4,92.75,114.65,110.95,138.4,114,65.3,84.5,57.15,81.8,83.65,56.1,29,49.65,130.9,54.7,77.1,76.8,244.25,714.05,314.4,146.9,67.25,85.95,232.05,669.1,1128.55,1392.05
-52.8,,1430.761538,379.7615385,154.1115385,124.0115385,131.8615385,117.8615385,78.66153846,132.1615385,114.5115385,149.7615385,477.2615385,494.0615385,178.2615385,101.0615385,30.71153846,36.41153846,125.7115385,232.6615385,170.1615385,43.11153846,85.01153846,50.71153846,26.86153846,46.16153846,119.5615385,124.1615385,81.16153846,29.01153846,68.91153846,80.61153846,79.86153846,75.66153846,103.4615385,109.9615385,88.21153846,34.36153846,79.81153846,451.6615385,529.9615385,156.9115385,67.16153846,92.81153846,193.3615385,72.21153846,95.06153846,62.71153846,95.31153846,86.56153846,175.3115385,39.76153846,50.21153846,86.66153846,81.26153846,76.21153846,97.06153846,23.46153846,39.96153846,43.41153846,94.46153846,96.06153846,71.46153846,55.46153846,240.8615385,591.8615385,245.1115385,119.3615385,30.56153846,68.76153846,287.9115385,853.0615385,971.6115385,1131.161538
-45.6,,1421.496154,377.3961538,129.7961538,116.1461538,102.4961538,108.7961538,94.64615385,219.5961538,316.5961538,524.0461538,821.3461538,518.9461538,93.29615385,79.49615385,39.44615385,115.7461538,200.4461538,502.2461538,199.0961538,26.09615385,71.29615385,78.89615385,87.89615385,82.94615385,94.79615385,146.2961538,53.84615385,63.04615385,84.54615385,127.1961538,98.44615385,130.5961538,89.74615385,112.4961538,62.29615385,36.59615385,84.49615385,780.0961538,719.0961538,169.5461538,146.4461538,95.24615385,80.79615385,49.54615385,126.0461538,151.9461538,85.29615385,120.3461538,147.4961538,92.24615385,29.89615385,115.7961538,75.74615385,113.6961538,90.89615385,43.29615385,46.64615385,104.8961538,132.4461538,68.04615385,63.14615385,68.89615385,372.5961538,905.3461538,229.5461538,27.64615385,36.34615385,71.29615385,279.5461538,794.6461538,1049.496154,1483.096154
-38.4,,1549.365385,472.0653846,279.1153846,258.9653846,260.3153846,226.0653846,194.4653846,292.1153846,311.7153846,485.2153846,768.6153846,540.1653846,239.8153846,207.3653846,202.9153846,167.4653846,253.8653846,302.9653846,236.3653846,179.1153846,221.0653846,213.8653846,203.6153846,199.2653846,229.4153846,246.7653846,205.4153846,227.7653846,178.4653846,202.4153846,232.6653846,236.4153846,217.6653846,220.4653846,193.5653846,162.5653846,209.9653846,844.2153846,654.0653846,235.1153846,234.4153846,255.0153846,309.3153846,223.1153846,236.1653846,240.0653846,245.8653846,276.2653846,243.7653846,225.3653846,161.2653846,214.8153846,204.0153846,213.5653846,212.6153846,155.6653846,168.9153846,201.5653846,222.8653846,196.1153846,215.2653846,200.8153846,439.4653846,789.6153846,331.1153846,250.1153846,162.1653846,178.6153846,277.8653846,459.3653846,822.4153846,1388.865385
-31.2,,1332.584615,324.9346154,149.7346154,76.48461538,101.1346154,81.83461538,90.83461538,374.9846154,537.5846154,572.6846154,548.1846154,339.6846154,54.33461538,49.83461538,21.53461538,75.13461538,442.8346154,762.8846154,249.3346154,-12.46538462,12.03461538,27.73461538,0.784615385,36.03461538,87.03461538,114.7346154,15.28461538,37.73461538,49.83461538,71.08461538,9.684615385,61.68461538,27.13461538,4.384615385,58.53461538,-4.515384615,62.73461538,613.4346154,523.0346154,88.88461538,0.034615385,27.18461538,86.73461538,12.28461538,112.2346154,55.88461538,48.38461538,68.43461538,63.08461538,-19.81538462,32.98461538,28.98461538,17.23461538,47.28461538,32.03461538,-0.015384615,1.184615385,28.03461538,81.78461538,52.78461538,16.03461538,49.78461538,303.4346154,622.5346154,163.2346154,77.98461538,13.93461538,15.68461538,98.63461538,341.3846154,751.6346154,1286.084615
-24,,1370.626923,397.5269231,206.5769231,181.7769231,158.3269231,183.0269231,175.1769231,381.8769231,630.3769231,712.1269231,761.4269231,524.2269231,127.2269231,87.12692308,95.12692308,165.1769231,372.9269231,661.3769231,266.3769231,114.9269231,167.9769231,95.07692308,148.9269231,140.8769231,183.1769231,173.0269231,146.1269231,123.0269231,117.0769231,122.2269231,141.8269231,101.8269231,148.8769231,131.1769231,84.27692308,135.1269231,209.6269231,732.8269231,592.2269231,158.0769231,139.8769231,115.3769231,182.9769231,175.4769231,137.9269231,147.7269231,157.7769231,209.7769231,198.8769231,155.4769231,87.77692308,133.3769231,117.0769231,129.5769231,118.2769231,130.6269231,115.1269231,124.1269231,140.5269231,126.9269231,127.5769231,141.3769231,389.9269231,760.9769231,245.8269231,126.1769231,84.52692308,89.87692308,268.7269231,495.3269231,911.5769231,1338.376923
-16.8,,1247.380769,331.8307692,181.3807692,100.7307692,85.48076923,109.9807692,68.33076923,240.8307692,515.5807692,707.8807692,593.9807692,439.9307692,95.93076923,74.33076923,47.83076923,81.98076923,141.7307692,394.6307692,144.6307692,50.33076923,53.28076923,51.78076923,78.73076923,39.73076923,105.2307692,83.63076923,27.13076923,34.63076923,100.3807692,74.73076923,48.53076923,69.88076923,119.8307692,55.68076923,43.68076923,42.93076923,94.63076923,631.8307692,542.8807692,111.9307692,92.28076923,143.5807692,78.93076923,70.53076923,91.68076923,78.33076923,120.3807692,136.0807692,158.3807692,17.78076923,60.53076923,39.23076923,24.73076923,69.83076923,67.18076923,31.53076923,28.78076923,73.03076923,83.13076923,105.2307692,13.13076923,52.43076923,353.6307692,641.4307692,155.9807692,41.73076923,2.680769231,28.23076923,188.5807692,296.3307692,584.3307692,1050.880769
-9.6,,1291.792308,339.6423077,156.3923077,122.4423077,122.9923077,72.39230769,135.6423077,300.0423077,586.9923077,718.9923077,668.0423077,371.7423077,103.9923077,74.79230769,65.24230769,103.4923077,111.4923077,104.2423077,141.7923077,85.04230769,67.74230769,60.69230769,104.9423077,55.29230769,108.4923077,112.5423077,76.64230769,93.99230769,63.54230769,105.7923077,117.6423077,79.54230769,81.69230769,128.4923077,68.04230769,74.39230769,47.29230769,671.4423077,491.1923077,133.3923077,142.4423077,122.9923077,154.8423077,112.9423077,125.0423077,112.1923077,97.54230769,164.3923077,146.8923077,63.64230769,51.64230769,116.2923077,109.0423077,114.2423077,32.69230769,62.89230769,55.99230769,65.34230769,64.89230769,130.3423077,63.89230769,156.6423077,321.6923077,658.9423077,211.5423077,95.29230769,78.34230769,74.59230769,259.8423077,553.4923077,864.0423077,1305.942308
-2.4,,1482.730769,460.2807692,346.0807692,250.6307692,232.6307692,244.1807692,205.2307692,486.9307692,653.4307692,1020.430769,871.4807692,491.8807692,227.3307692,166.1307692,210.3807692,209.6807692,214.8307692,242.3307692,281.4807692,217.4307692,222.7307692,168.3307692,226.1307692,204.9307692,213.1807692,201.3807692,198.8807692,167.3307692,226.6807692,188.8807692,183.2307692,197.3307692,149.5807692,260.3807692,212.8807692,228.3807692,253.6307692,809.9307692,633.5307692,290.5807692,164.3307692,228.7307692,202.5807692,251.3807692,236.6807692,236.1307692,239.8807692,279.0807692,239.0307692,154.4807692,207.0807692,187.9807692,256.8307692,240.6307692,230.5807692,221.5807692,227.5807692,236.0807692,259.8807692,226.7807692,206.8307692,190.7307692,570.3807692,743.1307692,255.0807692,229.1307692,218.0807692,194.8807692,621.2307692,1134.480769,1237.730769,1272.830769
4.8,,1919.803846,579.8038462,399.9038462,396.6538462,354.1538462,273.1038462,300.7538462,648.5538462,784.0038462,1015.203846,892.9538462,526.1038462,295.8038462,243.6538462,259.3538462,258.6038462,337.7538462,369.0538462,332.9538462,197.2038462,297.6538462,225.5538462,297.7038462,260.0538462,243.0038462,288.9038462,315.4538462,274.3038462,298.3538462,347.0038462,315.1038462,352.5038462,296.9038462,360.8038462,279.3038462,250.8538462,345.6038462,783.9538462,679.8038462,331.3038462,371.7538462,356.6538462,374.3038462,340.7038462,355.1038462,384.8038462,301.9038462,371.9038462,404.5538462,368.8538462,337.7038462,330.6038462,282.5038462,315.1538462,359.3538462,291.9038462,285.8538462,356.4538462,312.2538462,346.1038462,360.7038462,390.2538462,587.1538462,741.8538462,409.1538462,325.5038462,309.6538462,312.1538462,559.8538462,953.3538462,1202.453846,1503.853846
12,,2220.365385,821.7653846,597.3153846,493.4653846,468.3653846,429.7153846,401.8653846,616.5153846,692.8653846,708.7653846,638.6653846,510.7653846,386.6653846,360.5153846,348.7653846,323.9653846,442.1653846,556.9653846,446.5153846,223.9653846,344.0153846,210.2653846,294.4653846,394.2653846,375.9153846,347.8653846,363.9153846,364.8153846,346.7153846,358.9653846,403.4653846,326.9153846,402.9653846,359.1153846,369.2653846,377.3653846,397.5153846,641.8653846,566.4153846,362.0653846,411.4153846,395.2153846,461.6653846,422.7153846,435.0153846,373.0653846,312.3153846,353.7153846,461.9153846,350.0653846,380.0153846,408.2653846,389.8653846,396.4153846,380.4153846,333.9653846,350.2653846,391.3153846,352.4153846,414.9153846,438.9653846,410.6153846,534.9653846,680.0153846,493.5653846,450.3653846,384.0153846,445.4153846,760.3653846,1118.015385,1223.165385,1305.865385
19.2,,2483.557692,1042.557692,773.3576923,660.2076923,528.0576923,512.2576923,539.4576923,852.0076923,815.0076923,776.4076923,732.8576923,633.6576923,392.9576923,410.0076923,428.0576923,413.1076923,543.3576923,773.4576923,528.2576923,251.5076923,441.4076923,314.0576923,385.3576923,485.1576923,518.2076923,434.3576923,420.2576923,435.4576923,417.0576923,420.9576923,522.4076923,520.4576923,475.0076923,474.9076923,385.4076923,484.0576923,539.5576923,843.8576923,769.8576923,506.0576923,510.1576923,476.7076923,597.5076923,471.5576923,552.1576923,526.7576923,392.7576923,407.8576923,515.2076923,520.0576923,490.9576923,610.0076923,564.7076923,469.4576923,482.3076923,487.7076923,483.9076923,547.3076923,391.4576923,555.8576923,552.3576923,556.6076923,642.6576923,763.5076923,580.2076923,552.9576923,548.4576923,515.5576923,740.9576923,950.6076923,1262.157692,1706.207692
26.4,,2403.884615,1115.984615,886.6846154,744.8846154,614.7346154,610.7846154,596.2346154,708.4846154,724.7346154,718.2346154,784.1346154,629.1846154,495.8846154,447.8846154,473.2846154,513.9846154,606.0346154,795.3346154,477.4846154,341.3846154,457.4846154,316.6846154,449.5846154,530.6346154,556.1346154,565.2346154,454.4346154,490.6846154,485.9846154,465.3846154,508.3846154,552.1346154,556.4846154,446.7846154,489.0846154,493.5846154,534.3346154,714.0846154,706.3346154,589.4846154,590.8846154,538.8846154,618.2846154,527.4346154,606.3346154,578.3346154,408.1846154,475.2346154,590.8846154,504.1846154,469.0346154,543.9846154,554.1346154,603.6846154,535.4846154,453.2846154,431.5346154,555.0846154,355.7846154,562.0346154,567.4846154,576.1846154,713.2346154,769.5846154,590.8846154,556.3346154,553.3846154,579.2346154,805.3346154,1046.034615,1345.834615,1719.384615
